gtin,name,brand,pack_size,is_organic,banner,is_promo,retailer_category,first_seen_month
1495868680308,"the infre 23 filtri deteinato classico 34,50g",,34.5 g,False,CoopNord,False,infusi,2025-02
1539852925302,vigne d'or medium dry white wine,,,False,HyperMarket,True,wine,2025-02
0720453134179,conad percorso qualita uva senza semi bicolore 500 g,Conad,500 g,False,DiscountOra,False,ortofrutta frutta fresca,2025-02
1301637036148,the berry company superberries and guarana juice 1 ltr,,,False,DiscountOra,False,juices & smoothies,2025-02
0344300794211,carrefour anchovies paste 60g,Carrefour,60 g,False,SuperBuy,False,tins cans & packets,2025-02
1582064500579,codici appassimento rosso,,,False,CoopNord,False,wine,2025-02
0752362743152,percorso qualita uva red globe italia cat. i conad,Percorso,,False,HyperMarket,False,ortofrutta frutta fresca,2025-02
0182802413926,"filetto di bovino adulto ""locale""",,,False,HyperMarket,False,carne bovina,2025-02
0692241637740,lamponi vasch.gr.125 italia i cat.,,,False,HyperMarket,False,ortofrutta frutta fresca,2025-02
0844200266093,"mandorle, anacardi, uvetta e zenzero 40 g conad",,40 g,False,HyperMarket,False,ortofrutta frutta secca,2025-02
0336834265446,"fileni salsicce con pollo e tacchino 0,400 kg",,0.4 kg,False,SuperBuy,False,carne altre specie,2025-02
0360397185395,salsiccia al finocchio valtiberino,,,False,DiscountOra,False,formaggi e salumi salumi confezionati,2025-02
0275981470067,salame pirolo filzetta salumificio pirolo,,,False,SuperBuy,False,formaggi e salumi salumi stagionati,2025-02
1316913659504,pfanner strawberry juice 30% 1ltr,Pfanner,,False,CoopNord,True,drinks | smoothies & juice drinks | long life juice,2025-02
0439497590627,conad percorso qualita arance navelina italia calibro 9 3 kg,Conad,3 kg,False,SuperBuy,False,ortofrutta frutta fresca,2025-02
1357841265505,ace senza zuccheri aggiunti,,,False,HyperMarket,False,"acqua, bibite e succhi | succhi",2025-02
0130029446512,petto di pollo a fette conad bio,,,True,HyperMarket,False,carne avicunicola,2025-02
0317499469153,"amadori salsicce ricetta classica 0,430 kg",Amadori,0.43 kg,False,CoopNord,False,carne confezionata,2025-02
0871896801123,"conad piacersi mandorle, anacardi, uvetta e zenzero 40 g",Conad,40 g,False,SuperBuy,False,ortofrutta frutta secca,2025-02
0155204599152,percorso qualita fettine di coppa di suino senza osso conad,Percorso,,False,SuperBuy,False,carne suina,2025-02
1095975163747,conad percorso qualita pomodoro cocktail datterino italia cal. 20-30 mm 250 g,Conad,250 g,False,DiscountOra,False,ortofrutta verdure,2025-02
0345382107507,simmenthal carne mediterranea gr.135x2,Simmenthal,,False,CoopNord,False,scatolame carne in gelatina,2025-02
1361023078774,valfrutta frullato proteico mango pesca mandorla 1 lt,Valfrutta,1 l,False,SuperBuy,True,"acqua, bevande, alcolici | succhi di frutta",2025-02
0185881718128,"petto di pollo a fette 0,250 kg allevato senza uso di antibiotici percorso qualita conad",,0.25 kg,False,CoopNord,False,carne avicunicola,2025-02
0440519031393,arance w.navel cat.i cal.3-4 orig.italia,,,False,HyperMarket,True,ortofrutta frutta fresca,2025-02
0146281930595,conad percorso qualita fettine suino (lonza) circa 300 g,Conad,300 g,False,DiscountOra,False,carne suina,2025-02
0157114264162,braciole di vitello .,,,False,HyperMarket,False,carne bovina,2025-02
0945259982691,conad percorso qualita cavolo broccolo 500 g,Conad,500 g,False,CoopNord,False,ortofrutta verdure,2025-02
1393618698610,"rio d'oro fruchtsaft 6 x 0,33 l",Rio,0.33 l,False,HyperMarket,False,saft & nektar,2025-02
1569933328756,tall horse chardonnay,,,False,CoopNord,False,wine,2025-02
1418078054243,coolee ice tea peach 1ltr,,,False,DiscountOra,False,soft drinks,2025-02
1566534519140,damilano moscato d'asti 2021,,,False,DiscountOra,False,wine,2025-02
1007420743536,pomodoro rosso a grappolo,,,False,DiscountOra,True,ortofrutta verdure,2025-02
0625404162413,mirtilli cile 152 g conad,,152 g,False,HyperMarket,False,ortofrutta frutta fresca,2025-02
0101812817762,bocconcini di bovino adulto scottona,,,False,CoopNord,False,carne bovina,2025-02
0258827217267,salame milano 60 g conad,,60 g,False,HyperMarket,False,formaggi e salumi salumi confezionati,2025-02
1563960166755,castelli del duca gutturnio doc 750 ml,,750 ml,False,CoopNord,False,"acqua, bevande, alcolici | vini",2025-02
0997083996770,broccoletti cat. i,,,False,SuperBuy,False,ortofrutta verdure,2025-02
1386625065331,santal dolce di natura multifrutti,,,False,SuperBuy,False,"acqua, bevande, alcolici | succhi di frutta",2025-02
0594519251299,ciliege italia categoria i gr 500,,,False,HyperMarket,False,ortofrutta frutta fresca,2025-02
0293042293107,"sapori & dintorni conad prosciutto di carpegna dop 0,100 kg",Sapori,0.1 kg,False,HyperMarket,False,formaggi e salumi salumi confezionati,2025-02
0336654217587,salsiccia di suino a fette .,,,False,HyperMarket,False,carne suina,2025-02
0913163292019,sedano in busta italia gr 500 x 10 i categoria,,,False,SuperBuy,False,ortofrutta verdure,2025-02
1544438534499,cantina valtidone ortrugo vivace doc 750 ml,,750 ml,False,CoopNord,True,"acqua, bevande, alcolici | vini",2025-02
0628696449389,mirtilli rossi gr 200 la montanara,,,False,HyperMarket,False,ortofrutta frutta secca,2025-02
1210715907946,john west tuna chunks in sunflower oil 145 grms,,,False,SuperBuy,True,tins cans & packets,2025-02
0115258789729,agnello da latte intero/in parti i scelta,,,False,HyperMarket,False,carne ovi-caprina,2025-02
0342355988323,cotoletta pollo conad confx2 220g,,220 g,False,DiscountOra,False,carne avicunicola,2025-02
0245945235824,pancetta cubet.amatriciana negroni,,,False,CoopNord,False,formaggi e salumi salumi confezionati,2025-02
0389149469043,salsicce secche stag.antica maniera,,,False,DiscountOra,False,formaggi e salumi salumi freschi,2025-02
0227149855330,bresaola tagliere delle tradizioni,,,False,HyperMarket,False,formaggi e salumi salumi confezionati,2025-02
1550261848419,casa del arco tinto 75cl,Casa,75 cl,False,DiscountOra,True,drinks | wine | red wine,2025-02
0506101544302,nettarine gialle it i  b kg1,,,False,DiscountOra,False,ortofrutta frutta fresca,2025-02
0184771107425,arrosto di suino,,,False,SuperBuy,False,carne suina,2025-02
0120963245921,"agnello spalla ""locale""",,,False,HyperMarket,False,carne ovi-caprina,2025-02
1445202958451,spar lemon ice tea 1ltr,,,False,HyperMarket,True,drinks | ice tea | ice tea,2025-02
1589119346017,ammasso rosso sicilia,,,False,HyperMarket,False,wine,2025-02
0195991175522,"bistecca c/o bovino adulto""locale""",,,False,SuperBuy,False,carne bovina,2025-02
1526270702958,negroamaro salento igt,,,False,DiscountOra,True,"vini, birra e liquori | vini",2025-02
0128827082096,punta di petto bovino adulto .,,,False,DiscountOra,False,carne bovina,2025-02
0778035205729,angurie italia cat. i,,,False,SuperBuy,False,ortofrutta frutta fresca,2025-02
0584274298224,pesca noce bianca cat.i cal.a orig.spagna,,,False,SuperBuy,False,ortofrutta frutta fresca,2025-02
0821067984739,conad pistacchi 200 g,Conad,200 g,False,HyperMarket,False,ortofrutta frutta secca,2025-02
0195138319728,petto di pollo a fette sottile conad percorso qualita',,,False,DiscountOra,True,carne avicunicola,2025-02
0940349647202,bietola da costa italia cat. i,,,False,CoopNord,False,ortofrutta verdure,2025-02
0509668662640,pesca tabacchiera cal.a 500g it.ict,,500 g,False,CoopNord,False,ortofrutta frutta fresca,2025-02
0172855766384,percorso qualita braciole di suino miste formato convenienza conad,Percorso,,False,CoopNord,False,carne suina,2025-02
1564272990572,las condes cabernet sauvignon rose,,,False,DiscountOra,False,wine,2025-02
1326251789929,innocent plus green wonder green  750 ml,Innocent,750 ml,False,HyperMarket,False,chilled fruit juice & smoothie,2025-02
0501206585699,ciliege cal.28+ cile 3x4 i cat,,,False,DiscountOra,True,ortofrutta frutta fresca,2025-02
1479991887206,"ferrero estathe alla pesca 1,5 lt",Ferrero,1.5 l,False,CoopNord,False,"acqua, bevande, alcolici | bevande analcoliche",2025-02
1014379978608,pomodoro oblungo cat.i cal.47-57 orig.belgio,,,False,CoopNord,True,ortofrutta verdure,2025-02
1208292073836,lattuga romana busta gr 250,,,False,SuperBuy,False,ortofrutta verdure,2025-02
0338464395619,carne di bovino in gelatina 3 x 140 g conad,,140 g,False,CoopNord,False,scatolame carne in gelatina,2025-02
0487622619500,limoni 500g cpq or.sud africa i cat,,500 g,False,CoopNord,False,ortofrutta frutta fresca,2025-02
1320746714736,pfanner bce berry 2l,Pfanner,2 l,False,DiscountOra,False,beverages | juices & ice-teas,2025-02
1382785226352,pfanner multivitamin 1l,Pfanner,1 l,False,HyperMarket,False,beverages | juices & ice-teas,2025-02
1575547097443,caliza chardonnay,,,False,SuperBuy,False,wine,2025-02
0182045288291,coniglio intero,,,False,DiscountOra,False,carne avicunicola,2025-02
1252105889635,conad verso natura bio valeriana biologica 70 g,Conad,70 g,True,CoopNord,False,ortofrutta frutta e verdure biologiche,2025-02
0489174085666,"""pompelmi rossi """"i""""4-5 zaf rt 1kg""",,1 kg,False,SuperBuy,False,ortofrutta frutta fresca,2025-02
1450793763171,carrefour lemon tea,Carrefour,,False,HyperMarket,True,iced tea,2025-02
0975792356193,asparagi verdi cal. 22+ cat. i vassoio 420g,,420 g,False,DiscountOra,True,ortofrutta verdure,2025-02
1213929328233,insalata duetto radicchio  e pan di zucchero gr 250,,,False,SuperBuy,False,ortofrutta verdure,2025-02
0365026947443,salsiccia o salamino di suino martelli(ricetta della rosa),,,False,SuperBuy,False,carne suina,2025-02
0439551509089,arance navel cal.6/7 kg.2 it.i cat.,,7 kg,False,CoopNord,False,ortofrutta frutta fresca,2025-02
0950341074787,conad percorso qualita sedano cuore italia 500 g,Conad,500 g,False,HyperMarket,True,ortofrutta verdure,2025-02
0830606511971,conad verso natura bio mix dinamico biologico 150 g,Conad,150 g,True,CoopNord,True,ortofrutta frutta e verdure biologiche,2025-02
0123255978342,filetto di bovino adulto,,,False,CoopNord,False,carne bovina,2025-02
0398600937843,salsiccia dolce suino prod. propria,,,False,DiscountOra,True,carne suina,2025-02
0963766147682,broccoletti italia gr.500 bio ii ct,,,True,SuperBuy,False,ortofrutta frutta e verdure biologiche,2025-02
0100968548710,filetto di vitello,,,False,HyperMarket,False,carne bovina,2025-02
0998703451507,sedano cuore italia 500 g percorso qualita conad,,500 g,False,SuperBuy,True,ortofrutta verdure,2025-02
0290795651427,citterio tagliofresco il salame di milano l'originale 70 g,Citterio,70 g,False,HyperMarket,False,formaggi e salumi salumi confezionati,2025-02
1598227638116,don simon selection white wine 3ltrs,,,False,CoopNord,False,wine cellar | wine  ,2025-02
0388345939303,gelatina suina,,,False,CoopNord,True,formaggi e salumi salumi freschi,2025-02
0508471197539,conad percorso qualita albicocca orange rubis italia cal: 40/45 2000 g,Conad,2000 g,False,SuperBuy,False,ortofrutta frutta fresca,2025-02
0186204883554,braciola di agnello confezionata,,,False,SuperBuy,False,carne ovi-caprina,2025-02
0618130621030,fragole 300g or.italia i cat,,300 g,False,HyperMarket,False,ortofrutta frutta fresca,2025-02
0121038525537,ali di pollo non separate,,,False,CoopNord,False,carne avicunicola,2025-02
0349751734625,aia wudy suino 100 g,Aia,100 g,False,CoopNord,False,formaggi e salumi salumi confezionati,2025-02
0836993787489,anacardi tostati 40 g,,40 g,False,SuperBuy,False,ortofrutta frutta secca,2025-02
1305605628274,"rio d'oro mehrfruchtdirektsaft 1 l, ananas, orange & mango",Rio,1 l,False,SuperBuy,False,saft & nektar,2025-02
0373302937955,casa modena cotechino 2 fette pronte in 10 minuti 160 g,Casa,160 g,False,SuperBuy,False,formaggi e salumi salumi confezionati,2025-02
0797906207083,kiwi sungold 33(90/95) 500g.it.icat,,500 g,False,CoopNord,False,ortofrutta frutta fresca,2025-02
0768511187309,midi cocomere .,,,False,SuperBuy,False,ortofrutta frutta fresca,2025-02
0550054274419,susina grossa di felisio i 45+ ita,,,False,DiscountOra,False,ortofrutta frutta fresca,2025-02
0467692986977,arance washington navel cal. 7/8 cat. i 2kg,,2 kg,False,SuperBuy,False,ortofrutta frutta fresca,2025-02
0936479959410,radicchio lungo rosso italia 350 g percorso qualita conad,,350 g,False,HyperMarket,False,ortofrutta verdure,2025-02
1326460427888,pfanner apple juice,Pfanner,,False,SuperBuy,False,juices,2025-02
1149395535715,colfiorito fagioli cannellini 400 g,Colfiorito,400 g,False,SuperBuy,False,ortofrutta legumi e cereali,2025-02
0557998486896,pere conference 60+ italia i cat,,,False,SuperBuy,False,ortofrutta frutta fresca,2025-02
0941725501795,cavolo verza nero orig.italia,,,False,HyperMarket,False,ortofrutta verdure,2025-02
0567115230576,pere kaiser 65/70 conad pq italia i categoria,,,False,HyperMarket,False,ortofrutta frutta fresca,2025-02
0106182109036,lonza di suino a fette take away,,,False,SuperBuy,False,carne suina,2025-02
1200358948707,conad percorso qualita lattughino 90 g,Conad,90 g,False,HyperMarket,True,ortofrutta verdure,2025-02
0557198478433,albicocche italia 2kg,,2 kg,False,CoopNord,False,ortofrutta frutta fresca,2025-02
0594492104051,susina nera i 55+ ita,,,False,SuperBuy,False,ortofrutta frutta fresca,2025-02
0218129685090,bresaola d/valtellina igp s&d 100g,,100 g,False,HyperMarket,False,formaggi e salumi salumi confezionati,2025-02
0536509896048,pesche percoche italia cal. a cat. i,,,False,DiscountOra,False,ortofrutta frutta fresca,2025-02
0132523898224,percorso qualita braciola con osso di vitello conad,Percorso,,False,SuperBuy,False,carne bovina,2025-02
0382985605491,salsiccia luganica re cem,,,False,DiscountOra,True,carne suina,2025-02
0391594763619,cem hamburger di vitello,,,False,CoopNord,False,carne bovina,2025-02
1178728802662,fagioli corona 400g conad,,400 g,False,DiscountOra,False,ortofrutta legumi e cereali,2025-02
1519602000737,acquesi piemonte doc rosato,,,False,DiscountOra,False,wine,2025-02
1319760294258,"rio d'oro fruchtsaft 2 l, apfel-kirsch",Rio,2 l,False,CoopNord,False,saft & nektar,2025-02
1500302864743,gavi del comune di gavi granee,,,False,DiscountOra,False,wine,2025-02
0288666795875,coppa tagliere delle tradizioni,,,False,HyperMarket,True,formaggi e salumi salumi confezionati,2025-02
1399208411506,rauch bravo peach juice,Rauch,,False,SuperBuy,True,juices,2025-02
1546063979897,yellow tail cabernet sauvignon,,,False,DiscountOra,False,wine,2025-02
1187444981107,select i legumi lenticchie mignon 400 g,,400 g,False,HyperMarket,False,ortofrutta legumi e cereali,2025-02
0924417995107,cicoria puntarelle italia i cat,,,False,HyperMarket,False,ortofrutta verdure,2025-02
1080265178992,pomodoro ciliegia a grappolo italia 500 g percorso qualita conad,,500 g,False,CoopNord,False,ortofrutta verdure,2025-02
0399899064673,"aia salsicce con tacchino, suino e pollo 0,450 kg",Aia,0.45 kg,False,SuperBuy,True,carne confezionata,2025-02
0170046287987,spalla di agnello confezionata,,,False,CoopNord,False,carne ovi-caprina,2025-02
0356794759523,carne simmenthal gr 140x3,,,False,DiscountOra,True,scatolame carne in gelatina,2025-02
1093073151843,conad percorso qualita peperoni quadrati misti italia cal. 70/90 600 g,Conad,600 g,False,HyperMarket,False,ortofrutta verdure,2025-02
1509463437156,douglas green sauvignon blanc 750 ml,,750 ml,False,SuperBuy,True,wine,2025-02
1597476725107,san crispino vino rosato,San,,False,DiscountOra,False,"acqua, bevande, alcolici | vini",2025-02
0114755680371,spezzatino senza osso di vitello .,,,False,SuperBuy,False,carne bovina,2025-02
1590727101812,tussock jumper prosecco brut rose 75cl,,75 cl,False,CoopNord,False,drinks | wine | champagne & sparkling wine,2025-02
1005488654192,pomodoro cocktail datterino grappolo italia cal. 20-30 mm 250 g percorso qualita conad,,250 g,False,CoopNord,False,ortofrutta verdure,2025-02
0119660609379,costolette di agnello 7/9 kg,,9 kg,False,DiscountOra,False,carne ovi-caprina,2025-02
1285017446242,bonduelle lattughino 60 g,Bonduelle,60 g,False,HyperMarket,False,ortofrutta verdure,2025-02
0455247405665,arance navel sudafrica cal. 4 cat. i,,,False,CoopNord,False,ortofrutta frutta fresca,2025-02
0542756255587,conad percorso qualita pere williams argentina cal. 65/70 650 g,Conad,650 g,False,HyperMarket,False,ortofrutta frutta fresca,2025-02
0273782780272,pancetta artigianale sapori & dintorni,,,False,HyperMarket,False,formaggi e salumi salumi confezionati,2025-02
0896918452078,noberasco i misti bio ritmo 130 g,Noberasco,130 g,True,HyperMarket,False,ortofrutta frutta e vegetali secchi,2025-02
0492211954273,arance valencia  i  esp 6/7 2 kg,,2 kg,False,CoopNord,True,ortofrutta frutta fresca,2025-02
0990815293810,radicchio lungo rosso italia cat. i,,,False,HyperMarket,False,ortofrutta verdure,2025-02
1285334414710,vellutata carciofi verso nat. 620gr,,620 g,False,CoopNord,False,ortofrutta verdure,2025-02
1218684534627,conad percorso qualita spinaci 500 g,Conad,500 g,False,DiscountOra,False,ortofrutta verdure,2025-02
0769684182645,uva bianca s.s.  ii  ita 500g bio,,500 g,True,DiscountOra,True,ortofrutta frutta fresca,2025-02
0308861665123,conad kebab di pollo 350 g,Conad,350 g,False,CoopNord,False,carne confezionata,2025-02
0194379189107,scottadito di vitello,,,False,HyperMarket,False,carne bovina,2025-02
0931191017827,cicoria tagliata pulita italia icat,,,False,SuperBuy,False,ortofrutta verdure,2025-02
0417246436720,percorso qualita arance navel cal. 3 cat. i conad spagna,Percorso,,False,HyperMarket,False,ortofrutta frutta fresca,2025-02
0574712305008,pesca tabacchiera cal.aa spagna i c,,,False,SuperBuy,False,ortofrutta frutta fresca,2025-02
0769651530091,kiwi rosso or.italia 210g 3x4 i ct,,210 g,False,HyperMarket,False,ortofrutta frutta fresca,2025-02
1229735273840,peperone grigliato riverfrut 250g,,250 g,False,CoopNord,True,ortofrutta verdure,2025-02
1512380760419,cabernet sauvignon friuli doc,,,False,DiscountOra,False,"vini, birra e liquori | vini",2025-02
0178090073955,conad verso natura bio petto di pollo biologico a fette circa 270 g,Conad,270 g,True,HyperMarket,True,carne avicunicola,2025-02
1526232108909,mosketto - rosato mostro fermento  x  750ml,,750 ml,False,DiscountOra,False,wine,2025-02
1281468004453,excellence tuna chunks in brine 080 grms,,,False,CoopNord,False,tins cans & packets,2025-02
1133864003942,fagioli rossoni italia 400g,,400 g,False,SuperBuy,False,ortofrutta legumi e cereali,2025-02
0326856388979,simmenthal insalata di pollo piccante 160 g,Simmenthal,160 g,False,DiscountOra,False,scatolame carne senza gelatina,2025-02
0352929802611,salsiccia -50% grassi amadori gr 320,,,False,SuperBuy,False,carne altre specie,2025-02
0519929062768,pere decana italia cal. 70/75 cat. i,,,False,HyperMarket,False,ortofrutta frutta fresca,2025-02
0902360747875,conad percorso qualita radicchio lungo rosso italia 350 g,Conad,350 g,False,HyperMarket,True,ortofrutta verdure,2025-02
0445615941488,pompelmi rossi cat.i cal.4-5 orig.cipro,,,False,SuperBuy,False,ortofrutta frutta fresca,2025-02
0777416179317,uva bianca italia cat.i cal.200 orig.italia,,,False,HyperMarket,False,ortofrutta frutta fresca,2025-02
0427469540451,clementine cat.i cal.2 orig.italia,,,False,SuperBuy,False,ortofrutta frutta fresca,2025-02
1286277775988,tris melanz/zucch/peper.grigl.200g,,200 g,False,HyperMarket,False,ortofrutta verdure,2025-02
0303694957927,gelatina di suino doro gr 300 s/v,,,False,CoopNord,False,carne suina,2025-02
0448065233505,"arance naveline spagna cal. 6 (70-80mm) 1,5 kg percorso qualita conad",,1.5 kg,False,CoopNord,False,ortofrutta frutta fresca,2025-02
1016587264371,"sapori & idee conad percorso qualita pomodoro datterino giallo grappolo italia cat. ""i"" 200 g",Sapori,200 g,False,DiscountOra,True,ortofrutta verdure,2025-02
0563053000051,susina rossa cat.i cal.30+ orig.ita,,,False,HyperMarket,False,ortofrutta frutta fresca,2025-02
1467581932144,primia te' deteinato 30 gr,Primia,30 g,False,CoopNord,False,"zucchero, caffe', te', infusi | te' e infusi",2025-02
1195861587315,select i legumi fagioli cannellini 400 g,,400 g,False,DiscountOra,False,ortofrutta legumi e cereali,2025-02
0598474243169,albicocche i 45-50 esp ct.(aa),,,False,SuperBuy,False,ortofrutta frutta fresca,2025-02
0168862074224,petto di pollo a fette takeaway,,,False,CoopNord,False,carne avicunicola,2025-02
1518748808561,quargentan red wine 1ltr,,,False,SuperBuy,False,drinks | wine | red wine,2025-02
0219733190499,conad piacersi petto di tacchino al forno 100 g,Conad,100 g,False,HyperMarket,True,formaggi e salumi salumi confezionati,2025-02
0596993260912,pesche noci p.gialla cl.a cpq.it.ic,,,False,HyperMarket,True,ortofrutta frutta fresca,2025-02
1592386698605,medinet french white  75cl,,75 cl,False,HyperMarket,False,drinks | wine | white wine,2025-02
1566203311469,medina grenache cabernet rose,,,False,HyperMarket,False,wine,2025-02
0500474281328,pesca bianca cpq cat.i cal.aa orig.italia,,,False,HyperMarket,False,ortofrutta frutta fresca,2025-02
1525251890541,meridiana nexus merlot wine,,,False,DiscountOra,False,wine,2025-02
0343924715873,"aia viennese cotoletta di filetti di pollo 0,300 kg",Aia,0.3 kg,False,DiscountOra,False,carne avicunicola,2025-02
0696299464294,f&v fragole in vaschetta gr.250,F&v,,False,HyperMarket,False,ortofrutta frutta fresca,2025-02
0204394791282,rigamonti bresaola della valtellina i.g.p. punta d'anca 70 g,,70 g,False,HyperMarket,False,formaggi e salumi salumi confezionati,2025-02
1588789614957,marsovin antonin barrel aged,,,False,CoopNord,False,wine,2025-02
1239363510114,bonduelle mix prezioso 80 g,Bonduelle,80 g,False,CoopNord,False,ortofrutta verdure,2025-02
1086384034163,"sapori & idee conad percorso qualita pomodoro costoluto italia cat. ""i"" 400 g",Sapori,400 g,False,HyperMarket,False,ortofrutta verdure,2025-02
0153805018470,fettine di suino cpq x6,,,False,HyperMarket,True,carne suina,2025-02
1406650527604,twinings te pure green 50 filtri,,,False,SuperBuy,False,infusi,2025-02
0815830968688,pistacchi in granella 15 g,,15 g,False,CoopNord,False,ortofrutta frutta secca,2025-02
1034438196589,melanz.tonde vass.700g italia i cat,,700 g,False,HyperMarket,True,ortofrutta verdure,2025-02
0188625862499,coscia a fette agnellone,,,False,HyperMarket,False,carne ovi-caprina,2025-02
0575377300080,prugne gialle cal.a sud afr.3x4 ict,,,False,DiscountOra,False,ortofrutta frutta fresca,2025-02
0238012093808,petto di pollo al forno 100 g piacersi conad,,100 g,False,SuperBuy,False,formaggi e salumi salumi confezionati,2025-02
0565265141101,"mele red delicious val venosta mela alto adige igp cal. 80-85 mm 0,90 kg sapori & dintorni conad",,0.9 kg,False,DiscountOra,True,ortofrutta frutta fresca,2025-02
0419104229985,"arance sanguinello italia cal. 9 2,5 kg percorso qualita conad",,2.5 kg,False,CoopNord,True,ortofrutta frutta fresca,2025-02
1520679663469,mont valentino 2021 merlot,,,False,SuperBuy,False,wine,2025-02
0190242717030,fuselli di pollo,,,False,HyperMarket,False,carne avicunicola,2025-02
0331075336035,conad cotolette con pollo e spinaci 220 g,Conad,220 g,False,CoopNord,False,carne confezionata,2025-02
0689121972589,mirtilli vass.125g i cat,,125 g,False,SuperBuy,False,ortofrutta frutta fresca,2025-02
0399478220391,g.r.salsiccia dolce stag. s/v,,,False,CoopNord,False,formaggi e salumi salumi freschi,2025-02
0103899920227,"conad percorso qualita coniglio in parti 0,450 kg",Conad,0.45 kg,False,CoopNord,False,carne avicunicola,2025-02
0127758670179,carne di bovino adulto spezzato scelto,,,False,SuperBuy,False,carne bovina,2025-02
0300948418403,conad carne di bovino in gelatina 6 x 90 g,Conad,90 g,False,CoopNord,False,scatolame carne in gelatina,2025-02
0181551687024,"petto di pollo a fette 0,400 kg percorso qualita conad",,0.4 kg,False,SuperBuy,True,carne avicunicola,2025-02
0958050518630,f&v indivia riccia ct i al mz,F&v,,False,DiscountOra,True,ortofrutta verdure,2025-02
0552363498864,pesca noce bianca i aa cpq pd.,,,False,SuperBuy,False,ortofrutta frutta fresca,2025-02
0123159361379,coppa con osso di suino a fette .,,,False,DiscountOra,False,carne suina,2025-02
1568735186279,gewurztraminer trentino doc,,,False,DiscountOra,False,"vini, birra e liquori | vini",2025-02
0155465375088,petto di pollo intero a meta,,,False,CoopNord,False,carne avicunicola,2025-02
1598587258734,novo caere,,,False,HyperMarket,False,"vini, birra e liquori | vini",2025-02
1492975044962,"bio tisana curcuma rooibos 41,4g numi",,41.4 g,True,DiscountOra,False,infusi,2025-02
0442478676577,arance navel cpq cal.5 spagna i cat,,,False,SuperBuy,False,ortofrutta frutta fresca,2025-02
0197564386662,fettine di anteriore di bovino adulto,,,False,HyperMarket,False,carne bovina,2025-02
0524366517345,albicocche rubysole gr 500 italia i categoria,,,False,CoopNord,False,ortofrutta frutta fresca,2025-02
1415720231268,dilmah english breakfast te  25pcs.,,,False,DiscountOra,False,tea,2025-02
1440231233396,twining infuse fragola/anguria/limone 10 filtri,,,False,DiscountOra,False,infusi,2025-02
1429228751203,carrefour herbal tea regulates 40g,Carrefour,40 g,False,DiscountOra,True,tea,2025-02
0187859672422,fettine di anteriore reale a fette di bovino adulto,,,False,SuperBuy,False,carne bovina,2025-02
1263058657634,bietola cotta vapore tura 250g,,250 g,False,CoopNord,False,ortofrutta verdure,2025-02
1235514857315,conad snack di riso gusto piccante 60 g,Conad,60 g,False,SuperBuy,False,ortofrutta frutta secca,2025-02
1580532488557,marsovin antonin red & blanc twin pack 75ml,,75 ml,False,CoopNord,False,wine,2025-02
1160314431331,conad fagioli borlotti 400 g,Conad,400 g,False,SuperBuy,False,ortofrutta legumi e cereali,2025-02
0847824529767,ginger a fette orig. cina,,,False,SuperBuy,False,ortofrutta frutta e vegetali secchi,2025-02
1545870549045,5 terre cinque terre doc 750 ml,,750 ml,False,HyperMarket,True,"acqua, bevande, alcolici | vini",2025-02
0573478315376,pesca saturnia s&d gr.500,,,False,SuperBuy,False,ortofrutta frutta fresca,2025-02
0188552200547,carne di bovino adulto controfiletto senza osso,,,False,DiscountOra,False,carne bovina,2025-02
1595722209645,miguel torres hemisferio carmenere 75cl,,75 cl,False,DiscountOra,False,drinks | wine | red wine,2025-02
0533601945443,"conad percorso qualita pere williams italia cal. 70/75 0,750 kg",Conad,0.75 kg,False,SuperBuy,False,ortofrutta frutta fresca,2025-02
1561655389556,tenuta rapitala itempli nero davola 75cl,,75 cl,False,DiscountOra,False,drinks | wine | red wine,2025-02
0495720834915,"conad percorso qualita clementine nadorcott spagna cal. 3 1,5 kg",Conad,1.5 kg,False,CoopNord,False,ortofrutta frutta fresca,2025-02
0981872679267,cicoria cimata italia cat. i,,,False,SuperBuy,False,ortofrutta verdure,2025-02
1219445754221,"mista+finocchio bst.200g""sc.per te""",,200 g,False,SuperBuy,True,ortofrutta verdure,2025-02
0232930871139,conad freschi & convenienti salame golfetta 100 g,Conad,100 g,False,DiscountOra,False,formaggi e salumi salumi confezionati,2025-02
0272334310770,recla speck alto adige igp cubetti 100 g,,100 g,False,DiscountOra,True,formaggi e salumi salumi confezionati,2025-02
0162839279459,conad percorso qualita petto di pollo a fette circa 200 g,Conad,200 g,False,CoopNord,False,carne avicunicola,2025-02
0248035441250,bresaola della valtellina igp punta d'anca sapori & dintorni conad,,,False,HyperMarket,False,formaggi e salumi salumi stagionati,2025-02
0165369595238,fettine sceltissime bovino adulto,,,False,SuperBuy,False,carne bovina,2025-02
0598301862259,sapori & dintorni conad pera dell'emilia-romagna igp kaiser italia cal. 70/75 750 g,Sapori,750 g,False,CoopNord,False,ortofrutta frutta fresca,2025-02
0194637591920,percorso qualita petto di pollo a fette conad,Percorso,,False,DiscountOra,False,carne avicunicola,2025-02
0347760562547,salsiccia suino macinata prod prop,,,False,CoopNord,False,carne suina,2025-02
0146422756710,fettine di coscia vitello,,,False,SuperBuy,True,carne bovina,2025-02
0548541385059,ciliege duroni cal.30+ 400g it.i ct,,400 g,False,DiscountOra,False,ortofrutta frutta fresca,2025-02
0703903821429,uva red globe italia 3x4 i cat.,,,False,DiscountOra,False,ortofrutta frutta fresca,2025-02
