gtin,name,brand,pack_size,is_organic,banner,is_promo,retailer_category,coicop_code,coicop_title,first_seen_month
0172100857190,fettine sottili bovino adulto,,,False,SuperBuy,True,carne bovina,01.1.2.2,"Meat, fresh, chilled or frozen",2025-01
1064170991459,conad percorso qualita pomodoro cocktail mini oblungo italia cal. 25-35 mm 500 g,Conad,500 g,False,HyperMarket,True,ortofrutta verdure,01.1.7.2,"Fruit-bearing vegetables, fresh or chilled",2025-01
0571643665505,albicocche pellicchiella italia ict,,,False,HyperMarket,False,ortofrutta frutta fresca,01.1.6.3,"Stone fruits and pome fruits, fresh",2025-01
0755977828715,kiwi green italia cat. i cal. 105/115 vassoio 500g zespri,,500 g,False,HyperMarket,True,ortofrutta frutta fresca,01.1.6.5,"Other fruits, fresh",2025-01
1331014838137,yoga multivitamin juice  1 ltr,,,False,SuperBuy,False,juices & smoothies,01.2.1.0,Fruit and vegetable juices,2025-01
0340332468595,salsiccia piccante suino prod propr,,,False,SuperBuy,False,carne suina,01.1.2.5,"Preparations of meat, offal, blood and other parts of slaughtered animals",2025-01
0368326228326,fini il cotechino 500 g,,500 g,False,HyperMarket,False,formaggi e salumi salumi freschi,01.1.2.5,"Preparations of meat, offal, blood and other parts of slaughtered animals",2025-01
1555442736225,alexis lichine carbernet sauvignon,,,False,DiscountOra,False,wine,02.1.2.1,Wine from grapes,2025-01
1593871191410,renato ratti barbera d'alba doc 750 ml,,750 ml,False,SuperBuy,True,"acqua, bevande, alcolici | vini",02.1.2.1,Wine from grapes,2025-01
0448081750381,mandarini  gold 2/3 gr 750 senza semi italia i categoria,,3 g,False,CoopNord,True,ortofrutta frutta fresca,01.1.6.2,"Citrus fruits, fresh",2025-01
1199733055331,colfiorito fagioli borlotti 400 g,Colfiorito,400 g,False,DiscountOra,False,ortofrutta legumi e cereali,01.1.7.6,Pulses,2025-01
0189660953958,fettine di coscia di vitello cpq,,,False,SuperBuy,False,carne bovina,01.1.2.2,"Meat, fresh, chilled or frozen",2025-01
0262471190899,sapori & dintorni conad lardo toscano 0.080 kg,Sapori,0.08 kg,False,DiscountOra,False,formaggi e salumi salumi confezionati,01.1.2.3,"Meat, dried, salted, in brine or smoked",2025-01
1505856780146,rosso roma doc,,,False,HyperMarket,False,"vini, birra e liquori | vini",02.1.2.1,Wine from grapes,2025-01
0559557000994,"""granny""""i"""" 75-80 ita cpq vs.750g""",,750 g,False,SuperBuy,False,ortofrutta frutta fresca,01.1.6.3,"Stone fruits and pome fruits, fresh",2025-01
0127952758118,fettine bovino adulto per pizzaiola.,,,False,DiscountOra,False,carne bovina,01.1.2.2,"Meat, fresh, chilled or frozen",2025-01
0355261577572,dimmidisi il mini burger fresco con piselli e spinaci 4 x 50 g,Dimmidisi,50 g,False,DiscountOra,False,ortofrutta verdure,01.1.2.5,"Preparations of meat, offal, blood and other parts of slaughtered animals",2025-01
0202504284003,conad freschi & convenienti salame napoli 100 g,Conad,100 g,False,SuperBuy,False,formaggi e salumi salumi confezionati,01.1.2.3,"Meat, dried, salted, in brine or smoked",2025-01
0339118557546,jack link`s beef jerky teriyaki 075 grms,,,False,DiscountOra,True,tins cans & packets,01.1.2.5,"Preparations of meat, offal, blood and other parts of slaughtered animals",2025-01
0978502431330,broccoletti busta gr 500 lazio italia i categoria,,,False,SuperBuy,False,ortofrutta verdure,01.1.7.1,"Leafy or stem vegetables, fresh or chilled",2025-01
1572171534707,sartori fira bianco igt 750 ml,,750 ml,False,CoopNord,True,"acqua, bevande, alcolici | vini",02.1.2.1,Wine from grapes,2025-01
0124049250156,lombo di suino c/o al kg tkw,,,False,SuperBuy,True,carne suina,01.1.2.2,"Meat, fresh, chilled or frozen",2025-01
0353623468403,simmenthal petto di pollo al naturale 133 g,Simmenthal,133 g,False,SuperBuy,False,scatolame carne in gelatina,01.1.2.5,"Preparations of meat, offal, blood and other parts of slaughtered animals",2025-01
0950859629409,asparagi v. i 12-16 per 420 g.,,420 g,False,SuperBuy,False,ortofrutta verdure,01.1.7.1,"Leafy or stem vegetables, fresh or chilled",2025-01
0122787301731,carne di vitello ossobuco,,,False,HyperMarket,False,carne bovina,01.1.2.2,"Meat, fresh, chilled or frozen",2025-01
0598299337825,"albicocche italia cal. 35+ 0,500 kg verso natura conad",,0.5 kg,True,SuperBuy,False,ortofrutta frutta e verdure biologiche,01.1.6.3,"Stone fruits and pome fruits, fresh",2025-01
0160986736995,carne di equino fettine,,,False,HyperMarket,False,carne altre specie,01.1.2.2,"Meat, fresh, chilled or frozen",2025-01
0513223339373,mele evelina 80-85 ita vs.900g,,900 g,False,DiscountOra,False,ortofrutta frutta fresca,01.1.6.3,"Stone fruits and pome fruits, fresh",2025-01
0548957889904,pere decana cat.i cal.75/80 orig.cile,,,False,SuperBuy,False,ortofrutta frutta fresca,01.1.6.3,"Stone fruits and pome fruits, fresh",2025-01
1445821899122,rauch ice tea lemon 2 ltr,Rauch,,False,HyperMarket,False,soft drinks,01.2.3.0,"Tea, maté and other plant-derived products for infusion",2025-01
0422963556716,"limoni siciliani ""veronesi"" gr 500 italia i categoria",,,False,CoopNord,False,ortofrutta frutta fresca,01.1.6.2,"Citrus fruits, fresh",2025-01
1424740300660,twining's orange mango & cinnamon infuso 040 grms,,,False,DiscountOra,False,tea,01.2.3.0,"Tea, maté and other plant-derived products for infusion",2025-01
0130642906480,petto di pollo fette sottili al kg,,,False,DiscountOra,False,carne avicunicola,01.1.2.2,"Meat, fresh, chilled or frozen",2025-01
0269560400243,salame napoli tagliere d/tradizioni,,,False,HyperMarket,False,formaggi e salumi salumi confezionati,01.1.2.3,"Meat, dried, salted, in brine or smoked",2025-01
1520045657457,quinta da portal fine tawny port,,,False,HyperMarket,True,wine,02.1.2.1,Wine from grapes,2025-01
0147245882736,percorso qualita lonza di suino a trancio conad,Percorso,,False,SuperBuy,False,carne suina,01.1.2.2,"Meat, fresh, chilled or frozen",2025-01
0527889851760,pesche gialle cal.aa cpq italia i categoria,,,False,SuperBuy,False,ortofrutta frutta fresca,01.1.6.3,"Stone fruits and pome fruits, fresh",2025-01
1553767414124,lancers rose wine 750ml,,750 ml,False,DiscountOra,False,wine,02.1.2.1,Wine from grapes,2025-01
0124681002342,fettine scelte vitello vitellina takeway,,,False,DiscountOra,False,carne bovina,01.1.2.2,"Meat, fresh, chilled or frozen",2025-01
0972437229923,cavolfiore cotto vapore tura 250g,,250 g,False,CoopNord,False,ortofrutta verdure,01.1.7.1,"Leafy or stem vegetables, fresh or chilled",2025-01
1519795276140,la cheteau vouvray,La,,False,SuperBuy,True,wine,02.1.2.1,Wine from grapes,2025-01
0185274498915,"conad percorso qualita petto di pollo a fette sottili 0,250 kg",Conad,0.25 kg,False,DiscountOra,False,carne avicunicola,01.1.2.2,"Meat, fresh, chilled or frozen",2025-01
0443047071587,conad percorso qualita arance tarocco italia calibro 8 3 kg,Conad,3 kg,False,DiscountOra,False,ortofrutta frutta fresca,01.1.6.2,"Citrus fruits, fresh",2025-01
0194199369072,petto di tacchino a fette take away,,,False,SuperBuy,True,carne avicunicola,01.1.2.2,"Meat, fresh, chilled or frozen",2025-01
1065956754210,"""ciliegia""""i""""ita cpq 250g (datterino)""",,250 g,False,CoopNord,False,ortofrutta verdure,01.1.7.2,"Fruit-bearing vegetables, fresh or chilled",2025-01
0121870948204,"lombo s/o di bovino adulto ""locale""",,,False,SuperBuy,False,carne bovina,01.1.2.2,"Meat, fresh, chilled or frozen",2025-01
0329236093284,"dimmidisi il mini burger fresco con carote, piselli e miglio 4 x 50 g",Dimmidisi,50 g,False,CoopNord,False,ortofrutta verdure,01.1.2.5,"Preparations of meat, offal, blood and other parts of slaughtered animals",2025-01
0244558416243,sapori & dintorni conad speck alto adige igp 100 g,Sapori,100 g,False,DiscountOra,False,formaggi e salumi salumi confezionati,01.1.2.3,"Meat, dried, salted, in brine or smoked",2025-01
0493974266465,arance navel foglia 4/5 or.it.i cat,,,False,SuperBuy,False,ortofrutta frutta fresca,01.1.6.2,"Citrus fruits, fresh",2025-01
1572289124198,fortenero lambrusco amabile grasparossa di castelvetro doc 750 ml,,750 ml,False,HyperMarket,False,"acqua, bevande, alcolici | vini",02.1.2.1,Wine from grapes,2025-01
1581174089825,aperol spritz 600 ml,,600 ml,False,CoopNord,True,"acqua, bevande, alcolici | liquori",02.1.2.1,Wine from grapes,2025-01
1578448573796,duca di camastra syrah 75cl,,75 cl,False,DiscountOra,True,drinks | wine | red wine,02.1.2.1,Wine from grapes,2025-01
0264772827507,"sapori & dintorni conad culatello 0,090 kg",Sapori,0.09 kg,False,CoopNord,False,formaggi e salumi salumi confezionati,01.1.2.3,"Meat, dried, salted, in brine or smoked",2025-01
0109255628144,percorso qualita bollito senza osso di bovino adulto conad,Percorso,,False,HyperMarket,False,carne bovina,01.1.2.2,"Meat, fresh, chilled or frozen",2025-01
0209377775987,"sapori & dintorni conad mortadella 0,120 kg",Sapori,0.12 kg,False,HyperMarket,False,formaggi e salumi salumi confezionati,01.1.2.3,"Meat, dried, salted, in brine or smoked",2025-01
0423298969971,sapori & dintorni conad clementine di calabria igp italia cal. 2 1 kg,Sapori,1 kg,False,CoopNord,False,ortofrutta frutta fresca,01.1.6.2,"Citrus fruits, fresh",2025-01
1244388540772,diamir tuna in oil  970 grms,,,False,CoopNord,False,tins cans & packets,01.1.9.1,Ready-made food,2025-01
1252982118758,finocchio a vapore birolli 300g,,300 g,False,HyperMarket,False,ortofrutta verdure,01.1.9.1,Ready-made food,2025-01
0263604713843,sapori & dintorni conad culatta emilia stagionatura minima 14 mesi 0.090 kg,Sapori,0.09 kg,False,SuperBuy,False,formaggi e salumi salumi confezionati,01.1.2.3,"Meat, dried, salted, in brine or smoked",2025-01
0298862483824,pancetta cub.affum.beretta gr.75x2,,,False,HyperMarket,False,formaggi e salumi salumi confezionati,01.1.2.3,"Meat, dried, salted, in brine or smoked",2025-01
0999957054050,broccolo romano,,,False,SuperBuy,False,ortofrutta frutta fresca,01.1.7.1,"Leafy or stem vegetables, fresh or chilled",2025-01
0297986394146,"""pr.crudo.aff.st.30m""""angelo""""100gca*""",,,False,HyperMarket,False,formaggi e salumi salumi confezionati,01.1.2.3,"Meat, dried, salted, in brine or smoked",2025-01
0296891464294,freschi & convenienti mortadella bologna igp g 100 conad,,,False,HyperMarket,False,formaggi e salumi salumi confezionati,01.1.2.3,"Meat, dried, salted, in brine or smoked",2025-01
1495379774836,te' allo zenzero e agrumi 25filtri 50g twining,,50 g,False,HyperMarket,False,infusi,01.2.3.0,"Tea, maté and other plant-derived products for infusion",2025-01
1232897723493,elite tuna special offer value pack 80 grms,,,False,CoopNord,False,tins cans & packets,01.1.9.1,Ready-made food,2025-01
1594675319148,la bella sedara sicilia doc,La,,False,HyperMarket,False,"vini, birra e liquori | vini",02.1.2.1,Wine from grapes,2025-01
0519130281057,albicocche 35/45 750g t.sab.it.ict,,750 g,False,DiscountOra,False,ortofrutta frutta fresca,01.1.6.3,"Stone fruits and pome fruits, fresh",2025-01
0574065267043,ciliegia durone  it i 24/26 gr500,,,False,SuperBuy,False,ortofrutta frutta fresca,01.1.6.3,"Stone fruits and pome fruits, fresh",2025-01
0261141331811,conad piacersi mortadella di pollo 100 g,Conad,100 g,False,DiscountOra,False,formaggi e salumi salumi confezionati,01.1.2.3,"Meat, dried, salted, in brine or smoked",2025-01
0228158168931,conad freschi & convenienti salame ungherese 100 g,Conad,100 g,False,DiscountOra,False,formaggi e salumi salumi confezionati,01.1.2.3,"Meat, dried, salted, in brine or smoked",2025-01
1310745411950,natura nuova prunolax active frullato di prugna e fibre vegetali 100 g,,100 g,False,SuperBuy,False,ortofrutta frutta fresca,01.2.1.0,Fruit and vegetable juices,2025-01
0230132932979,sapori & dintorni conad tagliere emiliano prosciutto crudo - coppa - salame felino igp 0.120 kg,Sapori,0.12 kg,False,CoopNord,False,formaggi e salumi salumi confezionati,01.1.2.3,"Meat, dried, salted, in brine or smoked",2025-01
0275399748974,negroni pancetta affumicata in cubetti 2 x 100 g,,100 g,False,SuperBuy,False,formaggi e salumi salumi confezionati,01.1.2.3,"Meat, dried, salted, in brine or smoked",2025-01
0500356736614,f&v pesca tabacchiera i gialla al kg,F&v,,False,DiscountOra,True,ortofrutta frutta fresca,01.1.6.3,"Stone fruits and pome fruits, fresh",2025-01
0391545631091,salsiccia macinata lanzi,,,False,CoopNord,False,carne suina,01.1.2.5,"Preparations of meat, offal, blood and other parts of slaughtered animals",2025-01
0903142027619,cicoria cimata orig.italia,,,False,DiscountOra,False,ortofrutta verdure,01.1.7.1,"Leafy or stem vegetables, fresh or chilled",2025-01
1254682823777,alette di pollo arrosto conad,,,False,HyperMarket,True,carne confezionata,01.1.9.1,Ready-made food,2025-01
0197257693027,cosciotti pollo confezione risparmio,,,False,HyperMarket,False,carne avicunicola,01.1.2.2,"Meat, fresh, chilled or frozen",2025-01
1322515616372,tropicana orange tropical fruit 1.5ltr,,,False,SuperBuy,False,chilled fruit juice & smoothie,01.2.1.0,Fruit and vegetable juices,2025-01
1465288579696,preparato per te verde al limone 1kg ristora,,1 kg,False,CoopNord,False,thè,01.2.3.0,"Tea, maté and other plant-derived products for infusion",2025-01
0753119406443,kiwi sungold vass.500g.or.italia ic,,500 g,False,HyperMarket,False,ortofrutta frutta fresca,01.1.6.5,"Other fruits, fresh",2025-01
0594919513456,pesche gialle italia cal. aa cat. i,,,False,SuperBuy,True,ortofrutta frutta fresca,01.1.6.3,"Stone fruits and pome fruits, fresh",2025-01
0943809732963,cicoria cimata origine italia cat. i,,,False,SuperBuy,False,ortofrutta verdure,01.1.7.1,"Leafy or stem vegetables, fresh or chilled",2025-01
0107938779494,filetto di suino .,,,False,SuperBuy,False,carne suina,01.1.2.2,"Meat, fresh, chilled or frozen",2025-01
0140346850672,petto di pollo intero conf rispar,,,False,SuperBuy,True,carne avicunicola,01.1.2.2,"Meat, fresh, chilled or frozen",2025-01
1232255993698,bonduelle carta delle insalate ricetta gustosa 150 g,Bonduelle,150 g,False,CoopNord,False,ortofrutta verdure,01.1.9.1,Ready-made food,2025-01
0386680510306,boklunder bock-wurst senza pelle - in salamoia 8 pezzi 550 g,,550 g,False,HyperMarket,True,scatolame carne in gelatina,01.1.2.5,"Preparations of meat, offal, blood and other parts of slaughtered animals",2025-01
1213332099427,carrefour tuna in olive oil  2x160 grms,Carrefour,,False,SuperBuy,False,tins cans & packets,01.1.9.1,Ready-made food,2025-01
0783441921653,uva da tavola red globe peru cat. i,,,False,DiscountOra,False,ortofrutta frutta fresca,01.1.6.5,"Other fruits, fresh",2025-01
0277567392115,salame ungherese galbani,,,False,SuperBuy,False,formaggi e salumi salumi freschi,01.1.2.3,"Meat, dried, salted, in brine or smoked",2025-01
0283454145126,fratelli beretta pancetta affumicata a cubetti 2 x 75 g,Fratelli,75 g,False,CoopNord,False,formaggi e salumi salumi confezionati,01.1.2.3,"Meat, dried, salted, in brine or smoked",2025-01
0476568711011,"conad percorso qualita arance tarocco italia calibro 7 1,5 kg",Conad,1.5 kg,False,DiscountOra,True,ortofrutta frutta fresca,01.1.6.2,"Citrus fruits, fresh",2025-01
0424074798960,pompelmo rosso spagna 20/22 i cat,,,False,SuperBuy,False,ortofrutta frutta fresca,01.1.6.2,"Citrus fruits, fresh",2025-01
0547987432816,percorso qualita mele red delicious italia val di non dop cal. 80/85 cat. i sapori e dintorni,Percorso,,False,DiscountOra,False,ortofrutta frutta fresca,01.1.6.3,"Stone fruits and pome fruits, fresh",2025-01
0516767102566,f&v pere conference ct i al kg,F&v,,False,CoopNord,False,ortofrutta frutta fresca,01.1.6.3,"Stone fruits and pome fruits, fresh",2025-01
0397765833075,salsiccia curva dolce san vincenzo,,,False,CoopNord,False,formaggi e salumi salumi confezionati,01.1.2.5,"Preparations of meat, offal, blood and other parts of slaughtered animals",2025-01
1394138869353,innocent smoothie strawberry & banana,Innocent,,False,SuperBuy,True,juices,01.2.1.0,Fruit and vegetable juices,2025-01
0549849914982,f&v pesca bianca bivona cti cl b kg 1,F&v,,False,SuperBuy,False,ortofrutta frutta fresca,01.1.6.3,"Stone fruits and pome fruits, fresh",2025-01
0518662969699,ciliege c.24/26 grecia 500g i cat.,,500 g,False,SuperBuy,False,ortofrutta frutta fresca,01.1.6.3,"Stone fruits and pome fruits, fresh",2025-01
0846674766192,pistacchio cal. 18-20 origine usa,,,False,CoopNord,False,ortofrutta frutta e vegetali secchi,01.1.6.9,"Fruits and nuts, ground, and in other preparations",2025-01
1282632267369,ins.duetto radic.pan di zucch.250g,,250 g,False,SuperBuy,True,ortofrutta verdure,01.1.9.1,Ready-made food,2025-01
1520802740589,martini rossini + cooler bag,,,False,SuperBuy,False,wine,02.1.2.1,Wine from grapes,2025-01
0580798195056,percorso qualita pere abate fetel italia cal. 70/75 cat. i conad,Percorso,,False,HyperMarket,False,ortofrutta frutta fresca,01.1.6.3,"Stone fruits and pome fruits, fresh",2025-01
0355862032739,casa modena teneroni spinaciotto 150 g,Casa,150 g,False,HyperMarket,False,formaggi e salumi salumi freschi,01.1.2.5,"Preparations of meat, offal, blood and other parts of slaughtered animals",2025-01
1506261616225,anterra moscato sicilia,,,False,DiscountOra,False,wine,02.1.2.1,Wine from grapes,2025-01
1434412072820,twining's cold infuse tea passionfruit mango & blood orange 30 grms,,,False,DiscountOra,False,tea,01.2.3.0,"Tea, maté and other plant-derived products for infusion",2025-01
0191700498274,"bocconcini di petto di pollo 0,400 kg allevato senza uso di antibiotici percorso qualita conad",,0.4 kg,False,CoopNord,False,carne avicunicola,01.1.2.2,"Meat, fresh, chilled or frozen",2025-01
0538777413475,"conad verso natura bio pesche gialle bio cal. b 0,750 kg",Conad,0.75 kg,True,CoopNord,True,ortofrutta frutta e verdure biologiche,01.1.6.3,"Stone fruits and pome fruits, fresh",2025-01
0304962213731,conad hamburger a base di prosciutto cotto e mozzarella 2 x 75 g,Conad,75 g,False,HyperMarket,False,formaggi e salumi salumi freschi,01.1.2.5,"Preparations of meat, offal, blood and other parts of slaughtered animals",2025-01
1581761135972,duchessa lia moscato 750 ml,,750 ml,False,SuperBuy,False,"acqua, bevande, alcolici | spumanti e champagne",02.1.2.1,Wine from grapes,2025-01
0185894558051,carne di bovino adulto macinato sceltissimo,,,False,HyperMarket,False,carne bovina,01.1.2.2,"Meat, fresh, chilled or frozen",2025-01
1567298425206,valdo prosecco valdobbiadene docg 750 ml,,750 ml,False,DiscountOra,False,"acqua, bevande, alcolici | spumanti e champagne",02.1.2.1,Wine from grapes,2025-01
0346658607475,simmenthal 3 x 140 g,Simmenthal,140 g,False,CoopNord,False,scatolame carne in gelatina,01.1.2.5,"Preparations of meat, offal, blood and other parts of slaughtered animals",2025-01
1311102309235,sk special peach nectar juice,,,False,HyperMarket,True,juices,01.2.1.0,Fruit and vegetable juices,2025-01
1513968850797,moscato tenimenti d asti ca` bianca,,,False,HyperMarket,True,wine,02.1.2.1,Wine from grapes,2025-01
0848378560366,noberasco i misti bio armonia 130 g,Noberasco,130 g,True,CoopNord,False,ortofrutta frutta e vegetali secchi,01.1.6.9,"Fruits and nuts, ground, and in other preparations",2025-01
1486372960628,tisana brucia grassi con mate e carciofo 18 filti,,,False,DiscountOra,False,"caffè, tea e zucchero | tea e infusi",01.2.3.0,"Tea, maté and other plant-derived products for infusion",2025-01
1342537045859,"conad mela, kiwi, ananas e spinacio 250 ml",Conad,250 ml,False,HyperMarket,False,ortofrutta frutta fresca,01.2.1.0,Fruit and vegetable juices,2025-01
0193730427489,arista di suino a trancio,,,False,HyperMarket,False,carne suina,01.1.2.2,"Meat, fresh, chilled or frozen",2025-01
1380297284212,tropicana orange origianl 1.5ltr,,,False,SuperBuy,True,chilled fruit juice & smoothie,01.2.1.0,Fruit and vegetable juices,2025-01
0201358346093,mortadella fiorucci suprema con pistacchi,,,False,CoopNord,False,formaggi e salumi salumi freschi,01.1.2.3,"Meat, dried, salted, in brine or smoked",2025-01
0558169136496,pere abate vass.650g 60/65 ita.i ct,,650 g,False,CoopNord,False,ortofrutta frutta fresca,01.1.6.3,"Stone fruits and pome fruits, fresh",2025-01
1501737198950,feudi di san gregorio fiano d'avellino doc 750 ml,,750 ml,False,DiscountOra,True,"acqua, bevande, alcolici | vini",02.1.2.1,Wine from grapes,2025-01
1316257257072,pfanner guava 1 lt,Pfanner,1 l,False,SuperBuy,True,"acqua, bevande, alcolici | succhi di frutta",01.2.1.0,Fruit and vegetable juices,2025-01
1185393685859,cerreto i legumi fagioli borlotti bio 500 g,,500 g,True,SuperBuy,False,ortofrutta legumi e cereali,01.1.7.6,Pulses,2025-01
0711134094945,"anguria nera""kokomero"" it.i cat.",,,False,DiscountOra,False,ortofrutta frutta fresca,01.1.6.5,"Other fruits, fresh",2025-01
1528254572909,marnisi red 75cl,,75 cl,False,DiscountOra,False,wine cellar | wine  ,02.1.2.1,Wine from grapes,2025-01
0553651049840,pere williams cat.i cal.70/75 orig.argentina,,,False,HyperMarket,False,ortofrutta frutta fresca,01.1.6.3,"Stone fruits and pome fruits, fresh",2025-01
0789252320885,uva bianca italia s.semi 500gr cona,,500 g,False,CoopNord,False,ortofrutta frutta fresca,01.1.6.5,"Other fruits, fresh",2025-01
1555925455219,sant orsola 2021 chianti d o c g 750ml,,750 ml,False,CoopNord,False,wine,02.1.2.1,Wine from grapes,2025-01
0420881274224,percorso qualita arancia rossa di sicilia igp tarocco italia cal. 5 1 kg sapori & dintorni conad,Percorso,1 kg,False,SuperBuy,False,ortofrutta frutta fresca,01.1.6.2,"Citrus fruits, fresh",2025-01
0826524944749,misto piccante 100 g,,100 g,False,HyperMarket,True,ortofrutta frutta secca,01.1.6.9,"Fruits and nuts, ground, and in other preparations",2025-01
0104569362800,pancia di agnello arrotolata,,,False,SuperBuy,False,carne ovi-caprina,01.1.2.2,"Meat, fresh, chilled or frozen",2025-01
0357805416819,simmenthal angus beef 3 x 90 g,Simmenthal,90 g,False,DiscountOra,False,scatolame carne in gelatina,01.1.2.5,"Preparations of meat, offal, blood and other parts of slaughtered animals",2025-01
0152045104995,coniglio in parti,,,False,DiscountOra,False,carne avicunicola,01.1.2.2,"Meat, fresh, chilled or frozen",2025-01
0532515692899,ciliegia durone  it i 22/24 gr500,,,False,CoopNord,False,ortofrutta frutta fresca,01.1.6.3,"Stone fruits and pome fruits, fresh",2025-01
0519599150451,susina rossa  i  60+ ita,,,False,HyperMarket,True,ortofrutta frutta fresca,01.1.6.3,"Stone fruits and pome fruits, fresh",2025-01
0503500262768,pere coscia cal.50+ or.spagna icat,,,False,CoopNord,False,ortofrutta frutta fresca,01.1.6.3,"Stone fruits and pome fruits, fresh",2025-01
0694653491053,more cat. i vaschetta 125g conad,,125 g,False,SuperBuy,False,ortofrutta frutta fresca,01.1.6.4,"Berries, fresh",2025-01
0226188448106,jamon serrano t.away tello gr.100,,,False,SuperBuy,False,formaggi e salumi salumi confezionati,01.1.2.3,"Meat, dried, salted, in brine or smoked",2025-01
1380942633584,primia succo pompelmo 100%,Primia,,False,HyperMarket,False,"acqua, bevande, alcolici | succhi di frutta",01.2.1.0,Fruit and vegetable juices,2025-01
0483103392108,limoni foglia italia cal. 3 cat. ii,,,False,CoopNord,False,ortofrutta frutta fresca,01.1.6.2,"Citrus fruits, fresh",2025-01
1439522576754,rauch ice tea peach 500 ml,Rauch,500 ml,False,DiscountOra,False,soft drinks,01.2.3.0,"Tea, maté and other plant-derived products for infusion",2025-01
1085806819699,"sapori & idee conad percorso qualita pomodoro cocktail a grappolo italia cat. ""i"" 300 g",Sapori,300 g,False,DiscountOra,False,ortofrutta verdure,01.1.7.2,"Fruit-bearing vegetables, fresh or chilled",2025-01
1454490723691,kusmi detox teabags  20pcs.,,,False,HyperMarket,False,tea,01.2.3.0,"Tea, maté and other plant-derived products for infusion",2025-01
1561912082803,sainsbury's blanc de noirs brut champagne 75cl,,75 cl,False,DiscountOra,True,drinks | wine | champagne & sparkling wine,02.1.2.1,Wine from grapes,2025-01
0487172759395,"conad verso natura bio limoni verdello italia 0,500 kg",Conad,0.5 kg,True,CoopNord,False,ortofrutta frutta e verdure biologiche,01.1.6.2,"Citrus fruits, fresh",2025-01
0598229407091,susina nera cat.i cal.a orig.sud africa,,,False,SuperBuy,False,ortofrutta frutta fresca,01.1.6.3,"Stone fruits and pome fruits, fresh",2025-01
0907239663459,conad percorso qualita radicchio tondo rosso italia 350 g,Conad,350 g,False,CoopNord,False,ortofrutta verdure,01.1.7.1,"Leafy or stem vegetables, fresh or chilled",2025-01
0585837063789,m.annurca igp 60/65 kg it.i cat,,,False,CoopNord,False,ortofrutta frutta fresca,01.1.6.3,"Stone fruits and pome fruits, fresh",2025-01
0191470940002,bocconcini di tacchino,,,False,HyperMarket,False,carne avicunicola,01.1.2.2,"Meat, fresh, chilled or frozen",2025-01
1507999612002,black tower rose 75cl,,75 cl,False,CoopNord,False,drinks | wine | rose wine,02.1.2.1,Wine from grapes,2025-01
0581560251760,pesche bianche aa cpq i cat.italia,,,False,DiscountOra,False,ortofrutta frutta fresca,01.1.6.3,"Stone fruits and pome fruits, fresh",2025-01
1476744862051,camomilla con melatonina 14 filtri,,,False,DiscountOra,False,"caffè, tea e zucchero | tea e infusi",01.2.3.0,"Tea, maté and other plant-derived products for infusion",2025-01
1034187214704,pomodoro cocktail mini oblungo italia cal. 25-35 mm 500 g percorso qualita conad,,500 g,False,HyperMarket,False,ortofrutta verdure,01.1.7.2,"Fruit-bearing vegetables, fresh or chilled",2025-01
0896590182243,conad verso natura bio mix per colazione biologico 150 g,Conad,150 g,True,HyperMarket,False,ortofrutta frutta e verdure biologiche,01.1.6.9,"Fruits and nuts, ground, and in other preparations",2025-01
0129471745891,conad percorso qualita petto di pollo a fette conv.,Conad,,False,SuperBuy,False,carne avicunicola,01.1.2.2,"Meat, fresh, chilled or frozen",2025-01
0843803805550,"noci pecan, mandorle e uva di corinto 40 g conad",,40 g,False,DiscountOra,True,ortofrutta frutta secca,01.1.6.9,"Fruits and nuts, ground, and in other preparations",2025-01
0386013484898,box carne angus simmenthal 3x90g,,90 g,False,SuperBuy,False,scatolame carne in gelatina,01.1.2.5,"Preparations of meat, offal, blood and other parts of slaughtered animals",2025-01
0263030702448,pancet.cubetti dolce conad gr.100x2,,,False,DiscountOra,False,formaggi e salumi salumi confezionati,01.1.2.3,"Meat, dried, salted, in brine or smoked",2025-01
0471994681187,"conad percorso qualita arance tarocco italia cal. 9 2,5 kg",Conad,2.5 kg,False,SuperBuy,False,ortofrutta frutta fresca,01.1.6.2,"Citrus fruits, fresh",2025-01
1549888065890,barolo fontana fredda,,,False,HyperMarket,False,wine,02.1.2.1,Wine from grapes,2025-01
1478974645620,teekanne turkish apple tea bags 20 pcs.,,,False,CoopNord,False,tea,01.2.3.0,"Tea, maté and other plant-derived products for infusion",2025-01
0954159221091,cavolo broccolo 500 g percorso qualita conad,,500 g,False,HyperMarket,False,ortofrutta verdure,01.1.7.1,"Leafy or stem vegetables, fresh or chilled",2025-01
0532947789168,pere coscia cile c.50/55 i cat,,,False,SuperBuy,True,ortofrutta frutta fresca,01.1.6.3,"Stone fruits and pome fruits, fresh",2025-01
0156639768931,carne di vitello fracosta con osso,,,False,SuperBuy,False,carne bovina,01.1.2.2,"Meat, fresh, chilled or frozen",2025-01
1591499864429,martini royale bianco 750 ml,,750 ml,False,CoopNord,True,wine,02.1.2.1,Wine from grapes,2025-01
0384016339315,salsiccia suino nero campano,,,False,DiscountOra,False,carne suina,01.1.2.5,"Preparations of meat, offal, blood and other parts of slaughtered animals",2025-01
1520614430055,gurgo nero d'avola doc,,,False,CoopNord,False,"vini, birra e liquori | vini",02.1.2.1,Wine from grapes,2025-01
